"city","country","roundabout_count"
"Forest Hill","Australia",1
"Forest Hill","United States",1
"Forest Junction","United States",1
"Forestville","United States",1
"Forney","United States",1
"Forsyth","United States",1
"Fort Erie","Canada",1
"Fort McMurray","Canada",1
"Fort Montgomery","United States",1
"Fort Pierce Beach","United States",1
"Fort Saskatchewan","Canada",1
"Fort St John","Canada",1
"Fort Washington","United States",1
"Fort William","United Kingdom",1
"Fossò","Italy",1
"Foster","Australia",1
"Founders Bridge","United States",1
"Fountain","United States",1
"Fountain Green","United States",1
"Fountain Hills","United States",1
"Fountain Valley","United States",1
"Fountainebleau","United States",1
"Four Corners","United States",1
"Four Cross","United Kingdom",1
"Four Lane Ends","United Kingdom",1
"Foxbank Plantation","United States",1
"Foxborough","United States",1
"Foxborough (Foxboro)","United States",1
"Foxhol","Netherlands",1
"Fracc Guadalupana","Mexico",1
"Fracc Res Juan Manuel","Mexico",1
"Fracc Vallarta Poniente","Mexico",1
"Frankford","United States",1
"Franklin Lakes","United States",1
"Franklin Park","United States",1
"Frankston","Australia",1
"Frankston South","Australia",1
"Freckleton","United Kingdom",1
"Fredericktown","United States",1
"Frederikshavn","Denmark",1
"Frederiksværk","Denmark",1
"Fredrikstad","Norway",1
"Freedom","United States",1
"Freeland","United States",1
"Freeport","United States",1
"Freestate/North Highlands","United States",1
"Freetown","United States",1
"Freiburg","Germany",1
"Fremantle","Australia",1
"French Lick","United States",1
"Friday Harbor","United States",1
"Fridley","United States",1
"Friendship","United States",1
"Friendswood","United States",1
"Frogtown","United States",1
"Frostburg","United States",1
"Ft Gordon","United States",1
"Fujinomiya City","Japan",1
"Fujisawa","Japan",1
"Fullersta","Sweden",1
"Fullerton Cove","Australia",1
"Furulund","Sweden",1
"Färlöv","Sweden",1
"Féy","France",1
"Gaash","Israel",1
"Gaines Township","United States",1
"Galashiels","United Kingdom",1
"Galbiate","Italy",1
"Gambir","Indonesia",1
"Gameren","Netherlands",1
"Garden City Beach","United States",1
"Garforth","United Kingdom",1
"Garnett","United States",1
"Garðabær","Iceland",1
"Gasselternijveen","Netherlands",1
"Gasselternijveenschemond","Netherlands",1
"Gaston","United States",1
"Gastonia","United States",1
"Gateway","United States",1
"Gautier","United States",1
"Gawler South","Australia",1
"Gdynia","Poland",1
"Geebung","Australia",1
"Geertruidenberg","Netherlands",1
"Geistown","United States",1
"Geneseo","United States",1
"Gentofte","Denmark",1
"George Town","Australia",1
"Georgina","Canada",1
"Gettysburg","United States",1
"Geulei Teiman","Israel",1
"Geva Carmel","Israel",1
"Ghazir","Lebanon",1
"Gibsonton","United States",1
"Giffnock","United Kingdom",1
"Gilbert","United States",1
"Gillett","United States",1
"Gingin","Australia",1
"Giugliano in Campania","Italy",1
"Givat Chen","Israel",1
"Givat Haim Meuhad","Israel",1
"Gladstone","Australia",1
"Gladstone","United States",1
"Glanmire","Ireland",1
"Glasgow Prestwick International Airport","United Kingdom",1
"Glen Ellyn","United States",1
"Glen Osmond","Australia",1
"Glendale","Australia",1
"Glenelg","Australia",1
"Glenfield","New Zealand",1
"Glenfield Park","Australia",1
"Glenhaven","Australia",1
"Glenmont","United States",1
"Glenning Valley","Australia",1
"Glennville","United States",1
"Glenroy","Australia",1
"Glens Falls","United States",1
"Glenview","United States",1
"Glenville","United States",1
"Glocester","United States",1
"Gloggnitz","Austria",1
"Gloversville","United States",1
"Gmina Biała Podlaska","Poland",1
"Gmina Pruszcz Gdański","Poland",1
"Gmina Świdnica","Poland",1
"Gmina Świebodzin","Poland",1
"Gnarabup","Australia",1
"Gnesta","Sweden",1
"Godów","Poland",1
"Golden","Canada",1
"Golden Beach","Australia",1
"Golden Glades","United States",1
"Goldenrod","United States",1
"Goldsby","United States",1
"Goldthorpe","United Kingdom",1
"Gomel City Council","Belarus",1
"Goodna","Australia",1
"Goodyear","United States",1
"Goole","United Kingdom",1
"Gordonsville","United States",1
"Gordonvale","Australia",1
"Gorizia","Italy",1
"Gorokan","Australia",1
"Gorteendrunagh","Ireland",1
"Gosforth","United Kingdom",1
"Gossville","United States",1
"Gouda","Netherlands",1
"Goulds","United States",1
"Gowanbrae","Australia",1
"Graham","United States",1
"Grajewo","Poland",1
"Gramoteino","Russia",1
"Granby","Canada",1
"Granby","United States",1
"Grand Blanc Township","United States",1
"Grand Ledge","United States",1
"Grand Mound","United States",1
"Grand Terrace","United States",1
"Grand Turk","Turks And Caicos Islands",1
"Grand View North","United States",1
"Grande Prairie","Canada",1
"Grangemouth","United Kingdom",1
"Grannagh","Ireland",1
"Granollers","Spain",1
"Grant","United States",1
"Granton","Australia",1
"Gravina di Catania","Italy",1
"Grayson","United States",1
"Great Barrington","United States",1
"Great Falls","United States",1
"Great Holm","United Kingdom",1
"Great Neck","United States",1
"Great River","United States",1
"Great Sutton","United Kingdom",1
"Greater Pollock","United Kingdom",1
"Green Cove Springs","United States",1
"Green Island","United States",1
"Green Oak Township","United States",1
"Green Valley","Australia",1
"Green Valley","United States",1
"Greenacre","Australia",1
"Greencastle","United States",1
"Greenfield","United Kingdom",1
"Greenfields","Australia",1
"Greenleaf","United States",1
"Greenport","United States",1
"Greensboro/ Bryant","United States",1
"Greensborough","Australia",1
"Greenvale","Australia",1
"Greenway","Australia",1
"Greenwood","Australia",1
"Greetwell","United Kingdom",1
"Greta","Australia",1
"Gretna","United Kingdom",1
"Greymouth","New Zealand",1
"Greystanes","Australia",1
"Griffin","United States",1
"Grillby","Sweden",1
"Grimstad","Norway",1
"Grimston","United Kingdom",1
"Grodzisk Mazowiecki","Poland",1
"Grosse Pointe Park","United States",1
"Grovetown","United States",1
"Großebersdorf","Austria",1
"Großpetersdorf","Austria",1
"Grums","Sweden",1
"Gryfice","Poland",1
"Gryfino","Poland",1
"Grænge","Denmark",1
"Grödinge","Sweden",1
"Guará","Brazil",1
"Guide Post","United Kingdom",1
"Guilford","United States",1
"Guldsmedshyttan","Sweden",1
"Gulgong","Australia",1
"Gulliver","Australia",1
"Gum Spring","United States",1
"Gumly Gumly","Australia",1
"Gunn","Australia",1
"Gunness","United Kingdom",1
"Gunter","United States",1
"Guntramsdorf","Austria",1
"Gurnee","United States",1
"Guía de Isora","Spain",1
"Gwynneville ","Australia",1
"Gymea","Australia",1
"Gympie","Australia",1
"Gyumri","Armenia",1
"Gzira (Malta)","Malta",1
"Głowno","Poland",1
"Haaften","Netherlands",1
"Hachinohe City","Japan",1
"Haddington","United Kingdom",1
"Haggs","United Kingdom",1
"Hahira","United States",1
"Haifa","Israel",1
"Hainburg an der Donau","Austria",1
"Hajdúdorog","Hungary",1
"Halbeath","United Kingdom",1
"Halen","Belgium",1
"Halewood","United Kingdom",1
"Hallett Cove","Australia",1
"Hallstavik","Sweden",1
"Halstead","United Kingdom",1
"Hamatonbetsu Town","Japan",1
"Hamburg Township","United States",1
"Hamilton North","Australia",1
"Hamilton Square","United States",1
"Hamilton Township","United States",1
"Hamilton Valley","Australia",1
"Hammond Park","Australia",1
"Hampden Township","United States",1
"Hampton","Australia",1
"Hampton","Canada",1
"Hampton Estates Village","United States",1
"Hampton Lake","United States",1
"Hampton Park","Australia",1
"Hamrun (Malta)","Malta",1
"Handcross","United Kingdom",1
"Handewitt","Germany",1
"Haniel","Israel",1
"Hank","Netherlands",1
"Hannibal","United States",1
"Hantsport","Canada",1
"Hanyu City","Japan",1
"Harbordale","United States",1
"Harcourt","Australia",1
"Hardgate","United Kingdom",1
"Hardy","United States",1
"Haret Sakhr","Lebanon",1
"Harish","Israel",1
"Harker Heights","United States",1
"Harlem","United States",1
"Harmondsworth","United Kingdom",1
"Harmony","United States",1
"Harmony Heights","United States",1
"Harold Wood","United Kingdom",1
"Harrisdale","Australia",1
"Harrod","United States",1
"Harrogate","United Kingdom",1
"Hartberg","Austria",1
"Hartland","United States",1
"Hartlepool","United Kingdom",1
"Hartsville","United States",1
"Hasbrouck Heights","United States",1
"Hattiesburg","United States",1
"Hatvan","Hungary",1
"Haudainville","France",1
"Havelock North","New Zealand",1
"Hawthorn","Australia",1
"Hawthorn Woods","United States",1
"Hay South","Australia",1
"Hay al-Tayyib al-Maheeri","Tunisia",1
"Hayborough","Australia",1
"Haydock","United Kingdom",1
"Hayesville","United States",1
"Haynes","Australia",1
"Hayward","United States",1
"Hayward Highland","United States",1
"Hazeley","United Kingdom",1
"Hazelwood North","Australia",1
"Healdsburg","United States",1
"Heartsease","United Kingdom",1
"Heatherbrae","Australia",1
"Heathrow Villages","United Kingdom",1
"Hebburn","United Kingdom",1
"Heber City","United States",1
"Hebersham","Australia",1
"Heddon Greta","Australia",1
"Heddon-on-the-Wall","United Kingdom",1
"Heesbeen","Netherlands",1
"Helensville","New Zealand",1
"Hemel Hempstead","United Kingdom",1
"Henbury","United Kingdom",1
"Henderson (Seven Hills)","United States",1
"Henley Brook","Australia",1
"Henrico","United States",1
"Henrietta","United States",1
"Hensingham","United Kingdom",1
"Heping District","China",1
"Heritage Lakes","United States",1
"Hermantown","United States",1
"Hermitage","United States",1
"Herriman","United States",1
"Hertford","United States",1
"Hervey Bay","Australia",1
"Herwijnen","Netherlands",1
"Heslington","United Kingdom",1
"Hessle","United Kingdom",1
"Heteren","Netherlands",1
"Heybridge","Australia",1
"Hi-Nella","United States",1
"Hibbard","United States",1
"Hibbing","United States",1
"Hibiscus Park","United States",1
"Hibriten","United States",1
"Hickman","United States",1
"Hidden River","United States",1
"Hidden Valley","Australia",1
"Hidden Valley Lake","United States",1
"Higgins","Australia",1
"High Point","United States",1
"High Springs","United States",1
"Higher Shurlach","United Kingdom",1
"Highlands","United States",1
"Highlands Ranch","United States",1
"Higüey","Dominican Republic",1
"Hillard","United States",1
"Hillend","United Kingdom",1
"Hillier","Australia",1
"Hinchinbrook","Australia",1
"Hindley","United Kingdom",1
"Hinesville","United States",1
"Hingham","United States",1
"Hitachi City","Japan",1
"Hlinethaya","Myanmar",1
"Hodgenville","United States",1
"Hogden Bottom","United Kingdom",1
"Hohenau","Austria",1
"Holland","United States",1
"Holly Hill","United States",1
"Holly Ridge","United States",1
"Hollywood Hills","United States",1
"Holmen","United States",1
"Holt","Australia",1
"Holt","United States",1
"Holte","Denmark",1
"Holy Cross","United States",1
"Holycross","Ireland",1
"Holyrood","Canada",1
"Holyrood","United Kingdom",1
"Holystone","United Kingdom",1
"Home Hill","Australia",1
"Honningsvåg","Norway",1
"Honselersdijk","Netherlands",1
"Hooge Mierde","Netherlands",1
"Hooghalen","Netherlands",1
"Hook","United Kingdom",1
"Hookwood","United Kingdom",1
"Hope Valley","Australia",1
"Hopewell","United States",1
"Hopkins-Tifft","United States",1
"Horace","United States",1
"Horden","United Kingdom",1
"Horley Central","United Kingdom",1
"Horsens","Denmark",1
"Horseshoe Bay","Canada",1
"Horsley Park","Australia",1
"Hot Springs","United States",1
"Houghton le Spring","United Kingdom",1
"Houma","United States",1
"Hove","Australia",1
"Howell","United States",1
"Howey in the Hills","United States",1
"Howland","United States",1
"Howrah","Australia",1
"Howth","Australia",1
"Hoxton Park","Australia",1
"Hoàng Diệu","Vietnam",1
"Hořovice","Czechia",1
"Hradec Králové","Czechia",1
"Hranice","Czechia",1
"Hualpén","Chile",1
"Hudson Oaks","United States",1
"Humlebæk","Denmark",1
"Huntingdale","Australia",1
"Huntly","New Zealand",1
"Huonville","Australia",1
"Hurlburt Field","United States",1
"Hurley","United States",1
"Hurstpierpoint","United Kingdom",1
"Hurstville Grove","Australia",1
"Huskisson","Australia",1
"Hveragerðisbær","Iceland",1
"Hyams Beach","Australia",1
"Hypoluxo","United States",1
"Hällbybrunn","Sweden",1
"Hämeenlinna","Finland",1
"Härryda","Sweden",1
"Hòa Thuận Tây","Vietnam",1
"Hörby","Sweden",1
"Ibrox","United Kingdom",1
"Idaho Springs","United States",1
"Idalia","Australia",1
"Iida","Japan",1
"Iisalmi","Finland",1
"Ilioúpolis","Greece",1
"Ilirska Bistrica","Slovenia",1
"Iluka","Australia",1
"Imperial","United States",1
"Imphal","India",1
"Impruneta","Italy",1
"Inala","Australia",1
"Inca","Spain",1
"Incheon","South Korea",1
"Inchinnan","United Kingdom",1
"Incline Village","United States",1
"Indiantown","United States",1
"Indooroopilly","Australia",1
"Ingham","Australia",1
"Inglewood","Canada",1
"Inglewood","United States",1
"Ingol","United Kingdom",1
"Ingramport","Canada",1
"Innisfail Estate","Australia",1
"Innisfil","Canada",1
"Inspiration","United States",1
"Interquest","United States",1
"Inverkip","United Kingdom",1
"Iowa","United States",1
"Iringa","Tanzania",1
"Irmo","United States",1
"Iroquois","Canada",1
"Irthington","United Kingdom",1
"Irvington","United States",1
"Irwell Riverside","United Kingdom",1
"Iráklion","Greece",1
"Isabella Plains","Australia",1
"Islamabad","Pakistan",1
"Isle of Palms","United States",1
"Isles-sur-Suippe","France",1
"Ithaca","United States",1
"Itoman City","Japan",1
"Itxassou","France",1
"Ivanhoe","Australia",1
"Ixonia","United States",1
"Izabelin","Poland",1
"Izgrev","Bulgaria",1
"Jabłonna","Poland",1
"Jacinto Vera","Uruguay",1
"Jacobs Well","Australia",1
"James City","United States",1
"James Island","United States",1
"Jamestown","United States",1
"Jane Brook","Australia",1
"Jardines de los Arcos","Mexico",1
"Jarrow","United Kingdom",1
"Jekyll Island","United States",1
"Jennings","United States",1
"Jerrabomberra","Australia",1
"Jesmond","Australia",1
"Jia Du Shi","Iceland",1
"Jiaoqu District","China",1
"Jihlava","Czechia",1
"Jodhpur","India",1
"Johnsburg","United States",1
"Johnstone","United Kingdom",1
"Joint Base Pearl Harbor-Hickam","United States",1
"Joliette","Canada",1
"Jonesborough","United States",1
"Jonesville","United States",1
"Joondalup","Australia",1
"Joppa","United States",1
"Jordan","United States",1
"Jordan Springs","Australia",1
"Jordbro","Sweden",1
"José Antonio Galán","Colombia",1
"Joyner","Australia",1
"Junction West","United States",1
"Jurbarkai","Lithuania",1
"Jurien Bay","Australia",1
"Jurmala","Latvia",1
"Juszkowo","Poland",1
"Jászberény","Hungary",1
"Jørpeland","Norway",1
"Kaarina","Finland",1
"Kahului","United States",1
"Kajaani","Finland",1
"Kalama","United States",1
"Kaleen","Australia",1
"Kalkara (Malta)","Malta",1
"Kallaroo","Australia",1
"KallhÃ¤ll","Sweden",1
"Kalniškiai","Lithuania",1
"Kalundborg","Denmark",1
"Kamenskoye","Russia",1
"Kaminokuni","Japan",1
"Kamnik","Slovenia",1
"Kampung Kiarong","Brunei",1
"Kampung Mata-Mata","Brunei",1
"Kampung Panaga","Brunei",1
"Kampung Pandan C","Brunei",1
"Kampung Sabun","Brunei",1
"Kampung Salambigar","Brunei",1
"Kampung Tungku","Brunei",1
"Kanahooka","Australia",1
"Kaneohe","United States",1
"Kanevskaya","Russia",1
"Kanimbla","Australia",1
"Kansasville","United States",1
"Kanwal","Australia",1
"Kapuvár","Hungary",1
"Karabar","Australia",1
"Karaka","New Zealand",1
"Karcag","Hungary",1
"Kariong","Australia",1
"Karloo","Australia",1
"Karlshus","Norway",1
"Karratha","Australia",1
"Karrinyup","Australia",1
"Katanning","Australia",1
"Katikati","New Zealand",1
"Katowice","Poland",1
"Kawasan Jabatan-Jabatan Dan Perumahan Kerajaan","Brunei",1
"Kawungan","Australia",1
"Kaysville","United States",1
"Kecioren","Turkey",1
"Keilor East","Australia",1
"Keizer","United States",1
